question,answer
Điều 128 bộ luật dân sự,"iao dịch dân sự vô hiệu do người xác lập không nhận thức và làm chủ được hành vi của mình Người có năng lực hành vi dân sự nhưng đã xác lập giao dịch vào đúng thời điểm không nhận thức và làm chủ được hành vi của mình thì có quyền yêu cầu Tòa án tuyên bố giao dịch dân sự đó là vô hiệu"
Điều 129 bộ luật dân sự,"iao dịch dân sự vô hiệu do không tuân thủ quy định về hình thức Giao dịch dân sự vi phạm quy định điều kiện có hiệu lực về hình thức thì vô hiệu, trừ trường hợp sau đây: 1 Giao dịch dân sự đã được xác lập theo quy định phải bằng văn bản nhưng văn bản không đúng quy định của luật mà một bên hoặc các bên đã thực hiện ít nhất hai phần ba nghĩa vụ trong giao dịch thì theo yêu cầu của một bên hoặc các bên, Tòa án ra quyết định công nhận hiệu lực của giao dịch đó 2 Giao dịch dân sự đã được xác lập bằng văn bản nhưng vi phạm quy định bắt buộc về công chứng, chứng thực mà một bên hoặc các bên đã thực hiện ít nhất hai phần ba nghĩa vụ trong giao dịch thì theo yêu cầu của một bên hoặc các bên, Tòa án ra quyết định công nhận hiệu lực của giao dịch đó Trong trường hợp này, các bên không phải thực hiện việc công chứng, chứng thực"
Điều 130 bộ luật dân sự,"Giao dịch dân sự vô hiệu từng phần Giao dịch dân sự vô hiệu từng phần khi một phần nội dung của giao dịch dân sự vô hiệu nhưng không ảnh hưởng đến hiệu lực của phần còn lại của giao dịch"
Điều 131 bộ luật dân sự,"Hậu quả pháp lý của giao dịch dân sự vô hiệu 1 Giao dịch dân sự vô hiệu không làm phát sinh, thay đổi, chấm dứt quyền, nghĩa vụ dân sự của các bên kể từ thời điểm giao dịch được xác lập 2 Khi giao dịch dân sự vô hiệu thì các bên khôi phục lại tình trạng ban đầu, hoàn trả cho nhau những gì đã nhận Trường hợp không thể hoàn trả được bằng hiện vật thì trị giá thành tiền để hoàn trả 3 Bên ngay tình trong việc thu hoa lợi, lợi tức không phải hoàn trả lại hoa lợi, lợi tức đó 4 Bên có lỗi gây thiệt hại thì phải bồi thường 5 Việc giải quyết hậu quả của giao dịch dân sự vô hiệu liên quan đến quyền nhân thân do Bộ luật này, luật khác có liên quan quy định"
Điều 132 bộ luật dân sự,"hời hiệu yêu cầu Tòa án tuyên bố giao dịch dân sự vô hiệu 1 Thời hiệu yêu cầu Tòa án tuyên bố giao dịch dân sự vô hiệu quy định tại các Điều 125, 126, 127, 128 và 129 của Bộ luật này là 02 năm, kể từ ngày: a Người đại diện của người chưa thành niên, người mất năng lực hành vi dân sự, người có khó khăn trong nhận thức, làm chủ hành vi, người bị hạn chế năng lực hành vi dân sự biết hoặc phải biết người được đại diện tự mình xác lập, thực hiện giao dịch; b Người bị nhầm lẫn, bị lừa dối biết hoặc phải biết giao dịch được xác lập do bị nhầm lẫn, do bị lừa dối; c Người có hành vi đe dọa, cưỡng ép chấm dứt hành vi đe dọa, cưỡng ép; d Người không nhận thức và làm chủ được hành vi của mình xác lập giao dịch; đ Giao dịch dân sự được xác lập trong trường hợp giao dịch dân sự không tuân thủ quy định về hình thức 2 Hết thời hiệu quy định tại khoản 1 Điều này mà không có yêu cầu tuyên bố giao dịch dân sự vô hiệu thì giao dịch dân sự có hiệu lực 3 Đối với giao dịch dân sự quy định tại Điều 123 và Điều 124 của Bộ luật này thì thời hiệu yêu cầu Tòa án tuyên bố giao dịch dân sự vô hiệu không bị hạn chế"
Điều 133 bộ luật dân sự,"Bảo vệ quyền lợi của người thứ ba ngay tình khi giao dịch dân sự vô hiệu 1 Trường hợp giao dịch dân sự vô hiệu nhưng đối tượng của giao dịch là tài sản không phải đăng ký đã được chuyển giao cho người thứ ba ngay tình thì giao dịch được xác lập, thực hiện với người thứ ba vẫn có hiệu lực, trừ trường hợp quy định tại Điều 167 của Bộ luật này 2 Trường hợp giao dịch dân sự vô hiệu nhưng tài sản đã được đăng ký tại cơ quan nhà nước có thẩm quyền, sau đó được chuyển giao bằng một giao dịch dân sự khác cho người thứ ba ngay tình và người này căn cứ vào việc đăng ký đó mà xác lập, thực hiện giao dịch thì giao dịch đó không bị vô hiệu Trường hợp tài sản phải đăng ký mà chưa được đăng ký tại cơ quan nhà nước có thẩm quyền thì giao dịch dân sự với người thứ ba bị vô hiệu, trừ trường hợp người thứ ba ngay tình nhận được tài sản này thông qua bán đấu giá tại tổ chức có thẩm quyền hoặc giao dịch với người mà theo bản án, quyết định của cơ quan nhà nước có thẩm quyền là chủ sở hữu tài sản nhưng sau đó chủ thể này không phải là chủ sở hữu tài sản do bản án, quyết định bị hủy, sửa 3 Chủ sở hữu không có quyền đòi lại tài sản từ người thứ ba ngay tình, nếu giao dịch dân sự với người này không bị vô hiệu theo quy định tại khoản 2 Điều này nhưng có quyền khởi kiện, yêu cầu chủ thể có lỗi dẫn đến việc giao dịch được xác lập với người thứ ba phải hoàn trả những chi phí hợp lý và bồi thường thiệt hại"
Điều 134 bộ luật dân sự,"Đại diện 1 Đại diện là việc cá nhân, pháp nhân (sau đây gọi chung là người đại diện) nhân danh và vì lợi ích của cá nhân hoặc pháp nhân khác (sau đây gọi chung là người được đại diện) xác lập, thực hiện giao dịch dân sự 2 Cá nhân, pháp nhân có thể xác lập, thực hiện giao dịch dân sự thông qua người đại diện Cá nhân không được để người khác đại diện cho mình nếu pháp luật quy định họ phải tự mình xác lập, thực hiện giao dịch đó 3 Trường hợp pháp luật quy định thì người đại diện phải có năng lực pháp luật dân sự, năng lực hành vi dân sự phù hợp với giao dịch dân sự được xác lập, thực hiện ."
Điều 135 bộ luật dân sự,"Căn cứ xác lập quyền đại diện Quyền đại diện được xác lập theo ủy quyền giữa người được đại diện và người đại diện (sau đây gọi là đại diện theo ủy quyền); theo quyết định của cơ quan nhà nước có thẩm quyền, theo điều lệ của pháp nhân hoặc theo quy định của pháp luật (sau đây gọi chung là đại diện theo pháp luật)"
Điều 136 bộ luật dân sự,"Đại diện theo pháp luật của cá nhân 1 Cha, mẹ đối với con chưa thành niên 2 Người giám hộ đối với người được giám hộ Người giám hộ của người có khó khăn trong nhận thức, làm chủ hành vi là người đại diện theo pháp luật nếu được Tòa án chỉ định 3 Người do Tòa án chỉ định trong trường hợp không xác định được người đại diện quy định tại khoản 1 và khoản 2 Điều này 4 Người do Tòa án chỉ định đối với người bị hạn chế năng lực hành vi dân sự"
Điều 137 bộ luật dân sự,"Đại diện theo pháp luật của pháp nhân 1 Người đại diện theo pháp luật của pháp nhân bao gồm: a Người được pháp nhân chỉ định theo điều lệ; b Người có thẩm quyền đại diện theo quy định của pháp luật; c Người do Tòa án chỉ định trong quá trình tố tụng tại Tòa án 2 Một pháp nhân có thể có nhiều người đại diện theo pháp luật và mỗi người đại diện có quyền đại diện cho pháp nhân theo quy định tại Điều 140 và Điều 141 của Bộ luật này ."
Điều 138 bộ luật dân sự,"Đại diện theo ủy quyền 1 Cá nhân, pháp nhân có thể ủy quyền cho cá nhân, pháp nhân khác xác lập, thực hiện giao dịch dân sự 2 Các thành viên hộ gia đình, tổ hợp tác, tổ chức khác không có tư cách pháp nhân có thể thỏa thuận cử cá nhân, pháp nhân khác đại diện theo ủy quyền xác lập, thực hiện giao dịch dân sự liên quan đến tài sản chung của các thành viên hộ gia đình, tổ hợp tác, tổ chức khác không có tư cách pháp nhân 3 Người từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi có thể là người đại diện theo ủy quyền, trừ trường hợp pháp luật quy định giao dịch dân sự phải do người từ đủ mười tám tuổi trở lên xác lập, thực hiện"
Điều 139 bộ luật dân sự,"Hậu quả pháp lý của hành vi đại diện 1 Giao dịch dân sự do người đại diện xác lập, thực hiện với người thứ ba phù hợp với phạm vi đại diện làm phát sinh quyền, nghĩa vụ đối với người được đại diện 2 Người đại diện có quyền xác lập, thực hiện hành vi cần thiết để đạt được mục đích của việc đại diện 3 Trường hợp người đại diện biết hoặc phải biết việc xác lập hành vi đại diện là do bị nhầm lẫn, bị lừa dối, bị đe dọa, cưỡng ép mà vẫn xác lập, thực hiện hành vi thì không làm phát sinh quyền, nghĩa vụ đối với người được đại diện, trừ trường hợp người được đại diện biết hoặc phải biết về việc này mà không phản đối"
Điều 140 bộ luật dân sự,"140 Thời hạn đại diện 1 Thời hạn đại diện được xác định theo văn bản ủy quyền, theo quyết định của cơ quan có thẩm quyền, theo điều lệ của pháp nhân hoặc theo quy định của pháp luật 2 Trường hợp không xác định được thời hạn đại diện theo quy định tại khoản 1 Điều này thì thời hạn đại diện được xác định như sau: a Nếu quyền đại diện được xác định theo giao dịch dân sự cụ thể thì thời hạn đại diện được tính đến thời điểm chấm dứt giao dịch dân sự đó; b Nếu quyền đại diện không được xác định với giao dịch dân sự cụ thể thì thời hạn đại diện là 01 năm, kể từ thời điểm phát sinh quyền đại diện 3 Đại diện theo ủy quyền chấm dứt trong trường hợp sau đây: a Theo thỏa thuận; b Thời hạn ủy quyền đã hết; c Công việc được ủy quyền đã hoàn thành; d Người được đại diện hoặc người đại diện đơn phương chấm dứt thực hiện việc ủy quyền; đ Người được đại diện, người đại diện là cá nhân chết; người được đại diện, người đại diện là pháp nhân chấm dứt tồn tại; e Người đại diện không còn đủ điều kiện quy định tại khoản 3 Điều 134 của Bộ luật này; g Căn cứ khác làm cho việc đại diện không thể thực hiện được 4 Đại diện theo pháp luật chấm dứt trong trường hợp sau đây: a Người được đại diện là cá nhân đã thành niên hoặc năng lực hành vi dân sự đã được khôi phục; b Người được đại diện là cá nhân chết; c Người được đại diện là pháp nhân chấm dứt tồn tại; d Căn cứ khác theo quy định của Bộ luật này hoặc luật khác có liên quan"
Điều 141 bộ luật dân sự,"Phạm vi đại diện 1 Người đại diện chỉ được xác lập, thực hiện giao dịch dân sự trong phạm vi đại diện theo căn cứ sau đây: a Quyết định của cơ quan có thẩm quyền; b Điều lệ của pháp nhân; c Nội dung ủy quyền; d Quy định khác của pháp luật 2 Trường hợp không xác định được cụ thể phạm vi đại diện theo quy định tại khoản 1 Điều này thì người đại diện theo pháp luật có quyền xác lập, thực hiện mọi giao dịch dân sự vì lợi ích của người được đại diện, trừ trường hợp pháp luật có quy định khác 3 Một cá nhân, pháp nhân có thể đại diện cho nhiều cá nhân hoặc pháp nhân khác nhau nhưng không được nhân danh người được đại diện để xác lập, thực hiện giao dịch dân sự với chính mình hoặc với bên thứ ba mà mình cũng là người đại diện của người đó, trừ trường hợp pháp luật có quy định khác 4 Người đại diện phải thông báo cho bên giao dịch biết về phạm vi đại diện của mình ."
Điều 142 bộ luật dân sự,"Hậu quả của giao dịch dân sự do người không có quyền đại diện xác lập, thực hiện 1 Giao dịch dân sự do người không có quyền đại diện xác lập, thực hiện không làm phát sinh quyền, nghĩa vụ đối với người được đại diện, trừ một trong các trường hợp sau đây: a Người được đại diện đã công nhận giao dịch; b Người được đại diện biết mà không phản đối trong một thời hạn hợp lý; c Người được đại diện có lỗi dẫn đến việc người đã giao dịch không biết hoặc không thể biết về việc người đã xác lập, thực hiện giao dịch dân sự với mình không có quyền đại diện 2 Trường hợp giao dịch dân sự do người không có quyền đại diện xác lập, thực hiện không làm phát sinh quyền, nghĩa vụ đối với người được đại diện thì người không có quyền đại diện vẫn phải thực hiện nghĩa vụ đối với người đã giao dịch với mình, trừ trường hợp người đã giao dịch biết hoặc phải biết về việc không có quyền đại diện mà vẫn giao dịch 3 Người đã giao dịch với người không có quyền đại diện có quyền đơn phương chấm dứt thực hiện hoặc hủy bỏ giao dịch dân sự đã xác lập và yêu cầu bồi thường thiệt hại, trừ trường hợp người đó biết hoặc phải biết về việc không có quyền đại diện mà vẫn giao dịch hoặc trường hợp quy định tại điểm a khoản 1 Điều này 4 Trường hợp người không có quyền đại diện và người đã giao dịch cố ý xác lập, thực hiện giao dịch dân sự mà gây thiệt hại cho người được đại diện thì phải chịu trách nhiệm liên đới bồi thường thiệt hại"
Điều 143 bộ luật dân sự,"Hậu quả của giao dịch dân sự do người đại diện xác lập, thực hiện vượt quá phạm vi đại diện 1 Giao dịch dân sự do người đại diện xác lập, thực hiện vượt quá phạm vi đại diện không làm phát sinh quyền, nghĩa vụ của người được đại diện đối với phần giao dịch được thực hiện vượt quá phạm vi đại diện, trừ một trong các trường hợp sau đây: a Người được đại diện đồng ý; b Người được đại diện biết mà không phản đối trong một thời hạn hợp lý; c Người được đại diện có lỗi dẫn đến việc người đã giao dịch không biết hoặc không thể biết về việc người đã xác lập, thực hiện giao dịch dân sự với mình vượt quá phạm vi đại diện 2 Trường hợp giao dịch dân sự do người đại diện xác lập, thực hiện vượt quá phạm vi đại diện không làm phát sinh quyền, nghĩa vụ của người được đại diện đối với phần giao dịch được xác lập, thực hiện vượt quá phạm vi đại diện thì người đại diện phải thực hiện nghĩa vụ đối với người đã giao dịch với mình về phần giao dịch vượt quá phạm vi đại diện, trừ trường hợp người đã giao dịch biết hoặc phải biết về việc vượt quá phạm vi đại diện mà vẫn giao dịch 3 Người đã giao dịch với người đại diện có quyền đơn phương chấm dứt thực hiện hoặc hủy bỏ giao dịch dân sự đối với phần vượt quá phạm vi đại diện hoặc toàn bộ giao dịch dân sự và yêu cầu bồi thường thiệt hại, trừ trường hợp người đó biết hoặc phải biết về việc vượt quá phạm vi đại diện mà vẫn giao dịch hoặc trường hợp quy định tại điểm a khoản 1 Điều này 4 Trường hợp người đại diện và người giao dịch với người đại diện cố ý xác lập, thực hiện giao dịch dân sự vượt quá phạm vi đại diện mà gây thiệt hại cho người được đại diện thì phải chịu trách nhiệm liên đới bồi thường thiệt hại"
Điều 144 bộ luật dân sự,"Thời hạn 1 Thời hạn là một khoảng thời gian được xác định từ thời điểm này đến thời điểm khác 2 Thời hạn có thể được xác định bằng phút, giờ, ngày, tuần, tháng, năm hoặc bằng một sự kiện có thể sẽ xảy ra"
Điều 145 bộ luật dân sự,"Áp dụng cách tính thời hạn 1 Cách tính thời hạn được áp dụng theo quy định của Bộ luật này, trừ trường hợp có thỏa thuận khác hoặc pháp luật có quy định khác 2 Thời hạn được tính theo dương lịch, trừ trường hợp có thỏa thuận khác"
Điều 146 bộ luật dân sự,"Quy định về thời hạn, thời điểm tính thời hạn 1 Trường hợp các bên có thỏa thuận về thời hạn là một năm, nửa năm, một tháng, nửa tháng, một tuần, một ngày, một giờ, một phút mà khoảng thời gian diễn ra không liền nhau thì thời hạn đó được tính như sau: a Một năm là ba trăm sáu mươi lăm ngày; b Nửa năm là sáu tháng; c Một tháng là ba mươi ngày; d Nửa tháng là mười lăm ngày; đ Một tuần là bảy ngày; e Một ngày là hai mươi tư giờ; g Một giờ là sáu mươi phút; h) Một phút là sáu mươi giây 2 Trường hợp các bên thỏa thuận về thời điểm đầu tháng, giữa tháng, cuối tháng thì thời điểm đó được quy định như sau: a Đầu tháng là ngày đầu tiên của tháng; b Giữa tháng là ngày thứ mười lăm của tháng; c Cuối tháng là ngày cuối cùng của tháng 3 Trường hợp các bên thỏa thuận về thời điểm đầu năm, giữa năm, cuối năm thì thời điểm đó được quy định như sau: a Đầu năm là ngày đầu tiên của tháng một; b Giữa năm là ngày cuối cùng của tháng sáu; c Cuối năm là ngày cuối cùng của tháng mười hai"
Điều 147 bộ luật dân sự,"Thời điểm bắt đầu thời hạn 1 Khi thời hạn được xác định bằng phút, giờ thì thời hạn được bắt đầu từ thời điểm đã xác định 2 Khi thời hạn được xác định bằng ngày, tuần, tháng, năm thì ngày đầu tiên của thời hạn không được tính mà tính từ ngày tiếp theo liền kề ngày được xác định 3 Khi thời hạn bắt đầu bằng một sự kiện thì ngày xảy ra sự kiện không được tính mà tính từ ngày tiếp theo liền kề của ngày xảy ra sự kiện đó"
Điều 148 bộ luật dân sự,"Kết thúc thời hạn 1 Khi thời hạn tính bằng ngày thì thời hạn kết thúc tại thời điểm kết thúc ngày cuối cùng của thời hạn 2 Khi thời hạn tính bằng tuần thì thời hạn kết thúc tại thời điểm kết thúc ngày tương ứng của tuần cuối cùng của thời hạn 3 Khi thời hạn tính bằng tháng thì thời hạn kết thúc tại thời điểm kết thúc ngày tương ứng của tháng cuối cùng của thời hạn; nếu tháng kết thúc thời hạn không có ngày tương ứng thì thời hạn kết thúc vào ngày cuối cùng của tháng đó 4 Khi thời hạn tính bằng năm thì thời hạn kết thúc tại thời điểm kết thúc ngày, tháng tương ứng của năm cuối cùng của thời hạn 5 Khi ngày cuối cùng của thời hạn là ngày nghỉ cuối tuần hoặc ngày nghỉ lễ thì thời hạn kết thúc tại thời điểm kết thúc ngày làm việc tiếp theo ngày nghỉ đó 6 Thời điểm kết thúc ngày cuối cùng của thời hạn vào lúc hai mươi tư giờ của ngày đó"
Điều 149 bộ luật dân sự,"Thời hiệu 1 Thời hiệu là thời hạn do luật quy định mà khi kết thúc thời hạn đó thì phát sinh hậu quả pháp lý đối với chủ thể theo điều kiện do luật quy định Thời hiệu được áp dụng theo quy định của Bộ luật này, luật khác có liên quan 2 Tòa án chỉ áp dụng quy định về thời hiệu theo yêu cầu áp dụng thời hiệu của một bên hoặc các bên với điều kiện yêu cầu này phải được đưa ra trước khi Tòa án cấp sơ thẩm ra bản án, quyết định giải quyết vụ, việc Người được hưởng lợi từ việc áp dụng thời hiệu có quyền từ chối áp dụng thời hiệu, trừ trường hợp việc từ chối đó nhằm mục đích trốn tránh thực hiện nghĩa vụ"
Điều 150 bộ luật dân sự,"Các loại thời hiệu 1 Thời hiệu hưởng quyền dân sự là thời hạn mà khi kết thúc thời hạn đó thì chủ thể được hưởng quyền dân sự 2 Thời hiệu miễn trừ nghĩa vụ dân sự là thời hạn mà khi kết thúc thời hạn đó thì người có nghĩa vụ dân sự được miễn việc thực hiện nghĩa vụ 3 Thời hiệu khởi kiện là thời hạn mà chủ thể được quyền khởi kiện để yêu cầu Tòa án giải quyết vụ án dân sự bảo vệ quyền và lợi ích hợp pháp bị xâm phạm; nếu thời hạn đó kết thúc thì mất quyền khởi kiện 4 Thời hiệu yêu cầu giải quyết việc dân sự là thời hạn mà chủ thể được quyền yêu cầu Tòa án giải quyết việc dân sự để bảo vệ quyền và lợi ích hợp pháp của cá nhân, pháp nhân, lợi ích quốc gia, dân tộc, lợi ích công cộng; nếu thời hạn đó kết thúc thì mất quyền yêu cầu"
Điều 151 bộ luật dân sự,"Cách tính thời hiệu Thời hiệu được tính từ thời điểm bắt đầu ngày đầu tiên của thời hiệu và chấm dứt tại thời điểm kết thúc ngày cuối cùng của thời hiệu"
Điều 152 bộ luật dân sự,"Hiệu lực của thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự Trường hợp pháp luật quy định cho các chủ thể được hưởng quyền dân sự hoặc được miễn trừ nghĩa vụ dân sự theo thời hiệu thì chỉ sau khi thời hiệu đó kết thúc, việc hưởng quyền dân sự hoặc miễn trừ nghĩa vụ dân sự mới có hiệu lực"
Điều 153 bộ luật dân sự,"Tính liên tục của thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự 1 Thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự có tính liên tục từ khi bắt đầu cho đến khi kết thúc; nếu có sự kiện làm gián đoạn thì thời hiệu phải được tính lại từ đầu, sau khi sự kiện làm gián đoạn chấm dứt 2 Thời hiệu hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự bị gián đoạn khi có một trong các sự kiện sau đây: a Có sự giải quyết bằng một quyết định có hiệu lực pháp luật của cơ quan nhà nước có thẩm quyền đối với quyền, nghĩa vụ dân sự đang được áp dụng thời hiệu; b Quyền, nghĩa vụ dân sự đang được áp dụng thời hiệu mà bị người có quyền, nghĩa vụ liên quan tranh chấp và đã được giải quyết bằng một bản án, quyết định có hiệu lực pháp luật của Tòa án 3 Thời hiệu cũng được tính liên tục trong trường hợp việc hưởng quyền dân sự, miễn trừ nghĩa vụ dân sự được chuyển giao hợp pháp cho người khác"
Điều 154 bộ luật dân sự,"Bắt đầu thời hiệu khởi kiện vụ án dân sự, thời hiệu yêu cầu giải quyết việc dân sự 1 Thời hiệu khởi kiện vụ án dân sự được tính từ ngày người có quyền yêu cầu biết hoặc phải biết quyền, lợi ích hợp pháp của mình bị xâm phạm, trừ trường hợp pháp luật có quy định khác 2 Thời hiệu yêu cầu giải quyết việc dân sự được tính từ ngày phát sinh quyền yêu cầu, trừ trường hợp pháp luật có quy định khác"
Điều 155 bộ luật dân sự,"Không áp dụng thời hiệu khởi kiện Thời hiệu khởi kiện không áp dụng trong trường hợp sau đây: 1 Yêu cầu bảo vệ quyền nhân thân không gắn với tài sản 2 Yêu cầu bảo vệ quyền sở hữu, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác 3 Tranh chấp về quyền sử dụng đất theo quy định của Luật đất đai 4 Trường hợp khác do luật quy định"
